Rank	Coin Name	Symbol	 Price 	1h	24h	7d	30d	 24h Volume 	Circulating Supply	Total Supply	 Market Cap 
2515	USDK	USDK	0.91	0.012	0.001	-0.004	-0.036	$3,955.00	488711	489 Thousand	$445,161.00
2525	Darwinia Commitment	KTON	3.31	-0.027	0.02	0	0.056	$295,539.00	122926	123 Thousand	$436,932.00
2529	SpaceFi	SPACE	0.07	-0.008	0.136	0.643	0.764	$95,088.00	6172563	22.1 Million	$433,379.00
2537	Wrapped BMX Liquidity Token	WBLT	1.15	-0.003	0.004	-0.031	0.11	$7,185.00	366997	367 Thousand	$422,124.00
2539	OneDex	ONE	0.06	0.006	-0.085	-0.14	0.025	$60,228.00	6739455	25.6 Million	$420,762.00
2540	Vidulum	VDL	0.02	-0.006	-0.073	-0.032	1.512	$661.00	18773174	18.8 Million	$419,968.00
2557	MAD Bucks	MAD	0.04	-0.006	0.054	0.096	0.501	$931.00	11365915	15 Million	$403,790.00
2569	Fortuna Sittard Fan Token	FOR	0.66	-0.013	-0.021	0.014	0.05	$12,274.00	595868	1 Million	$394,108.00
2570	Zillion Aakar XO	ZILLIONXO	0.02	-0.154	0.219	0.32	-0.625	$6,980.00	16343923	21 Million	$392,083.00
2573	Equalizer DEX	EQUAL	1.51	-0.004	-0.138	-0.071	1.595	$54,815.00	257944	4.78 Million	$390,702.00
2575	Verox	VRX	17.22	0.007	-0.049	0.067	0.659	$221,595.00	22639	47.5 Thousand	$390,440.00
2584	Davis Cup Fan Token	DAVIS	0.7	0.015	-0.017	-0.121	0.112	$12,924.00	546124	10 Million	$380,421.00
2585	Universidad de Chile Fan Token	UCH	0.33	-0.004	-0.024	-0.057	0.37	$8,661.00	1162424	5 Million	$380,325.00
2593	MIBR Fan Token	MIBR	0.26	0.014	0.016	0.073	0.188	$12,519.00	1451797	10 Million	$373,373.00
2598	Zasset zUSD	ZUSD	1	0.005	-0.02	-0.001	0.003	$2,219.00	370096	370 Thousand	$368,561.00
2610	BlackHat Coin	BLKC	0.03	-0.003	0.004	-0.013	-0.144	$10,175.00	10856183	21 Million	$359,865.00
2612	pBTC35A	PBTC35A	1.67	-0.009	0.002	0.008	-0.038	$37,172.00	214602	215 Thousand	$359,190.00
2613	Apollon Limassol Fan Token	APL	0.91	-0.004	-0.003	-0.005	0.458	$13,849.00	394010	1 Million	$359,017.00
2628	DOGE-1	DOGE1	0.35	0.096	0.071	-0.022	-0.647	$10,139.00	1000000	1 Million	$348,862.00
2630	Bologna FC Fan Token	BFC	0.53	0.034	-0.059	-0.065	0.119	$12,113.00	652427	5 Million	$345,213.00
2634	Blocknet	BLOCK	0.03	-0.016	0.186	-0.662	-0.549	$658.00	10236202	-	$342,506.00
2643	Swerve	SWRV	0.02	-0.005	-0.042	0.025	0.259	$315,661.00	18287834	21.2 Million	$330,439.00
2644	Rook	ROOK	0.43	-0.026	0.027	-0.005	-0.081	$1,070.00	761211	1.27 Million	$327,796.00
2650	Meter Stable	MTR	0.82	-0.008	-0.099	-0.065	0.09	$181,010.00	391721	392 Thousand	$322,299.00
2667	Base Protocol	BASE	0.65	0.011	0.008	-0.062	-0.074	$27,818.00	480680	702 Thousand	$309,054.00
2676	Index Coop - ETH 2x Flexible Leverage Index (Polygon)	ETH2X-FLI-P	4.38	0.005	0.023	0.037	0.21	$7.32	69871	69.9 Thousand	$305,877.00
2684	BMX	BMX	0.49	-0.003	0.023	0.001	-0.067	$3,661.00	607503	10 Million	$298,006.00
2685	Composite	CMST	0.95	-0.013	-0.005	-0.017	-0.067	$6,443.00	313960	314 Thousand	$297,633.00
2701	Hedget	HGET	0.16	-0.005	-0.013	0.006	-0.082	$119,455.00	1751448	1.75 Million	$287,285.00
2703	ArbiSmart	RBIS	0.03	-0.047	-0.006	0.439	0.525	$1,335.00	9745228	450 Million	$287,270.00
2712	Investin	IVN	0.1	-0.008	-0.11	-0.166	0.704	$1,766.00	2930000	9 Million	$283,095.00
2729	ENTER	ENTER	0.12	0.075	-0.071	-0.005	-0.062	$1,596.00	2250000	10 Million	$270,139.00
2737	Axis DeFi	AXIS	0.04	-0.003	-0.018	-0.019	0.668	$38,270.00	7280180	24 Million	$265,600.00
2771	Sint-Truidense Voetbalvereniging Fan Token	STV	0.85	-0.004	-0.058	-0.074	0.195	$12,947.00	296838	999 Thousand	$251,677.00
2776	Croatian FF Fan Token	VATRENI	0.21	-0.011	-0.094	0.022	-0.14	$16,009.00	1151193	30 Million	$246,220.00
2790	DeHive	DHV	0.06	-0.003	0.009	-0.031	0.093	$69,830.00	4288705	5.61 Million	$236,987.00
2791	A2DAO	ATD	0.03	0.022	0.065	-0.015	-0.067	$25,323.00	9072724	17.1 Million	$235,923.00
2815	Crodex	CRX	2.23	-0.003	0.007	-0.189	0.571	$801.00	100000	100 Thousand	$223,220.00
2834	Iron Bank	IB	1.13	0.006	0.009	-0.008	0.142	$160.00	189844	7.31 Million	$214,889.00
2841	Synthswap	SYNTH	4.73	0.006	0.006	-0.093	-0.375	$1,075.00	44699	87.2 Thousand	$211,548.00
2845	Museum of Crypto Art	MOCA	0.08	0.005	0.01	0.004	0.136	$1,030.00	2619365	10 Million	$209,941.00
2848	CyberFi	CFI	0.13	-0.003	-0.043	-0.035	0.208	$389,105.00	1627650	2.4 Million	$207,907.00
2856	Novara Calcio Fan Token	NOV	0.48	-0.009	0.002	0.119	0.447	$10,318.00	425135	1 Million	$205,504.00
2863	Sheesha Finance (ERC20)	SHEESHA	4.06	-0.005	-0.01	-0.074	-0.065	$315.00	49460	100 Thousand	$201,160.00
2891	Bitnet	BTN	0.21	-0.076	0.039	0.45	0.399	$17,064.00	923724	-	$194,528.00
2901	EasyFi V2	EZ	0.03	-0.019	-0.166	-0.179	-0.271	$41,068.00	7239622	10 Million	$190,638.00
2914	Exactly Token	EXA	1.04	-0.015	-0.026	0.148	-0.163	$1,818.00	176866	10 Million	$183,168.00
2928	El Dorado Exchange (Arb)	EDE	0.03	0.005	0.019	0.001	0.206	$94.80	5993476	15.2 Million	$177,419.00
2941	UpStable	USTX	0.02	-0.007	-0.002	-0.011	-0.033	$1,634.00	11019856	26.6 Million	$172,189.00
2945	Racing Club Fan Token	RACING	0.33	0.011	0.082	0.008	0.362	$9,497.00	526943	5 Million	$171,294.00
2951	Marginswap	MFI	0.02	0.01	-0.096	-0.086	0.333	$220.00	7052148	10 Million	$168,219.00
2968	Dora Factory [OLD]	DORA	0.03	0.007	0.044	0.088	0.749	$43,565.00	5130580	10 Million	$162,218.00
2970	SHIBONK	SBONK	1.52	0.008	0.041	-0.061	1.232	$2,395.00	106051	350 Thousand	$161,700.00
2981	POSTHUMAN	PHMN	12.82	-0.006	-0.035	-0.124	1.428	$397.00	12187	66.1 Thousand	$156,186.00
3040	Game Fantasy	GFT	0.05	0.026	-0.043	-0.081	0.07	$426.00	2406327	726 Thousand	$131,658.00
3045	TosDis	DIS	1.75	0.023	-0.049	-0.115	-0.009	$29,499.00	74998	99.9 Thousand	$130,708.00
3076	Berry Data	BRY	0.02	-0.003	-0.094	-0.042	0.084	$33,075.00	6412985	10 Million	$121,929.00
3085	Blox SDK	BLOX	0.03	0.005	-0.056	-0.395	0.834	$29.09	3999439	5 Million	$119,740.00
3095	Internxt	INXT	0.1	0.025	-0.106	-0.381	-0.521	$320,645.00	1119295	1.12 Million	$115,838.00
3098	Indexed Finance	NDX	0.03	0.007	2.365	1.976	5.097	$20,888.00	3446070	10 Million	$114,415.00
3112	GOLCOIN	GOLC	0.09	-0.004	0.184	0.247	0.8	$64,525.00	1187223	67.4 Million	$111,505.00
3118	Float Protocol	BANK	0.82	0.008	-0.014	-0.022	0.268	$62,444.00	134313	306 Thousand	$109,940.00
3159	Snowswap	SNOW	0.28	0.01	-0.036	-0.192	0.259	$39,306.00	349664	500 Thousand	$99,060.15
3161	Vulture Peak	VPK	0.03	0.007	0.068	0.46	0.484	$3,105.00	3835937	30 Million	$99,003.18
3169	Demeter	DEO	0.02	-0.123	-0.018	-0.232	0.302	$875.00	3503620	3.5 Million	$95,571.63
3193	Index Coop - MATIC 2x Flexible Leverage Index	MATIC2X-FLI-P	6.46	0.006	-0.037	-0.201	0.345	$326.00	13886	13.9 Thousand	$89,753.06
3206	Ref	REF	0.09	-0.007	-0.016	-0.099	0.324	$245.00	1005000	50 Million	$86,757.67
3232	Keysians Network	KEN	0.14	-0.026	-0.011	-0.086	-0.008	$221,906.00	556500	10 Million	$79,331.76
3245	KnoxFS	KFX	0.1	-0.006	1.598	-0.128	2.179	$0.10	786268	5 Million	$77,366.60
3259	Hashtagger	MOOO	0.04	-0.008	-0.009	-0.061	-0.083	$26,903.00	1986337	30 Million	$72,052.19
3281	Joe Hat	HAT	453.11	-0.003	-0.023	0.324	0.363	$78.37	147	. M	$66,704.87
3291	NFT Soccer Games	NFSG	0.42	0.031	-0.05	0.285	4.878	$311.00	151095	200 Thousand	$64,252.98
3302	BOMB	BOMB	0.08	0.052	-0.019	-0.05	0.334	$199,396.00	817508	888 Thousand	$62,839.10
3304	Pancake Bunny	BUNNY	0.12	-0.034	-0.148	0.069	0.449	$295,192.00	510232	15.3 Million	$62,721.24
3326	Antofy	ABN	0.05	-0.006	-0.083	-0.168	-0.778	$2,928.00	1109721	26.9 Million	$58,227.22
3348	Mithril Share	MIS	0.16	0.049	0.066	-0.046	0.155	$35,572.00	359101	500 Thousand	$55,128.95
3422	TridentDAO	PSI	0.02	0.01	0.018	0.015	-0.461	$197,125.00	2097902	9.44 Million	$37,371.51
3435	RiverBoat	RIB	36.05	0.019	-0.165	-0.107	0.03	$32.71	1000	1 Thousand	$36,380.35
3441	Instadapp WBTC	IWBTC	39,152.44	-0.005	-0.001	0.007	0.187	 $-	1	. M	$35,931.34
3467	MacaronSwap	MCRN	0.04	-0.007	-0.078	-0.249	0.125	$39,213.00	824458	5.29 Million	$31,469.38
3477	Blockchain Cuties Universe Governance	BCUG	0.04	-0.007	0.038	0.045	0.371	$38,281.00	691063	3.87 Million	$30,136.94
3537	Xfinance	XFI	0.91	-0.026	-0.009	-0.01	-0.168	$178,711.00	23772	50 Thousand	$21,592.76
3562	YVS Finance	YVS	0.04	0.01	-0.058	-0.029	0.032	$155.00	532964	1.95 Million	$19,322.99
3569	50Cent	50C	0.05	0.006	-0.012	-0.141	0.184	$4.67	374219	374 Thousand	$18,840.58
3586	Rigel Protocol	RGP	0.02	-0.005	-0.032	-0.038	0.027	$118.00	900000	5 Million	$16,438.07
3589	CryptoTycoon	CTT	0.21	-0.033	-0.05	-0.048	-0.052	$26,396.00	78482	959 Thousand	$16,186.04
3754	Nexus	NXS	0.02	0.02	-0.155	-0.596	-0.45	$13,954.00	0	∞	 -
3776	Woodcoin	LOG	0.07	0.007	-0.01	-0.162	0.08	$54.38	0	27.6 Million	 -
3813	Lightning Bitcoin	LBTC	0.27	0.016	-0.014	0.043	-0.052	$53,703.00	0	21 Million	 -
3814	CoinLoan	CLT	1.72	0.008	0.437	-0.134	1.329	$523.00	0	22 Million	 -
3821	StarChain	STC	0.13	-0.018	-0.05	-0.04	0.171	$63,593.00	0	500 Million	 -
3826	Purpose	PRPS	0.83	0.006	-0.009	-0.004	0.447	$553.00	0	9.21 Million	 -
3838	Bitcoin God	GOD	1.68	0.007	0.009	0.012	0.185	$33,479.00	0	21 Million	 -
3842	Modex	MODEX	0.1	-0.019	0.207	0.279	-0.183	$13,007.00	0	266 Million	 -
3852	ABBC	ABBC	0.03	0.009	-0.053	-0.141	-0.158	$10,412,804.00	0	-	 -
3855	CENNZnet	CENNZ	0.02	-0.137	-0.01	0.031	0.339	$67,915.00	0	1.2 Billion	 -
3877	Hippocrat	HPO	0.09	0.016	-0.052	-0.011	0.225	$4,802,004.00	0	1.08 Billion	 -
3932	smARTOFGIVING	AOG	0.63	0.02	0.004	-0.001	0.018	$15,423.00	0	1.97 Billion	 -
3950	FISCO Coin	FSCC	0.36	0.006	0.009	0	-0.399	$563.00	0	50 Million	 -
3972	Cajutel	CAJ	0.63	0.115	0.033	0.224	0.111	$5,946.00	0	1.78 Million	 -
3996	Unification	FUND	0.15	0.006	0.054	-0.005	-0.014	$17,523.00	0	122 Million	 -
4004	Doichain	DOI	0.51	0.009	-0.011	-0.083	-0.905	$74,644.00	0	21 Million	 -
4030	Koinon	KOIN	0.38	0.011	0.01	-0.278	-0.619	$145,056.00	0	125 Million	 -
4042	Bitpanda Ecosystem	BEST	0.36	-0.09	-0.095	-0.086	0.114	$621.00	0	776 Million	 -
4044	NewYork Exchange	NYE	0.85	0.005	0.004	58.335	-0.094	$267.00	0	600 Million	 -
4053	FUZE	FUZE	3.67	-0.019	-0.02	-0.086	-0.389	$35,679.00	0	. M	 -
4056	FTX	FTT	4.28	0.085	0.406	0.195	3.087	$562,325,301.00	0	329 Million	 -
4069	UNICORN	UNI	5.64	0.017	0.12	0.064	0.326	$2,295.00	0	10 Billion	 -
4081	SorachanCoin	SORA	0.03	-0.011	-0.028	0.009	0.028	$1,115.00	0	8 Million	 -
4092	GSTCOIN	GST	0.06	-0.013	-0.001	-0.004	7.145	$33.75	0	1.2 Billion	 -
4100	CounosX	CCXX	14.72	0.013	-0.043	-0.032	-0.125	$82,323,578.00	0	21 Million	 -
4101	GlobalChainZ	GCZ	0.03	0.013	0	0.025	0.204	$83,059.00	0	-	 -
4108	Pi Network	PI	34.61	-0.005	-0.009	0.005	-0.1	$519,117.00	0	-	 -
4113	Bitcoin Free Cash	BFC	0.05	-0.018	0.011	-0.028	-0.209	$26,724.00	0	21 Million	 -
4115	THENODE	THE	0.13	-0.041	-0.018	-0.016	0.697	$717,278.00	0	44.5 Million	 -
4140	Bitcoin Vault	BTCV	1.5	0.024	0.035	0.013	0.128	$1,034.00	0	21 Million	 -
79	Mina Protocol	MINA	0.61	-0.002	-0.042	-0.004	0.441	$30,911,301.00	1005962475	1.1 Billion	$613,637,583.00
87	WEMIX	WEMIX	1.74	-0.002	-0.021	-0.027	0.703	$4,792,920.00	325164508	978 Million	$565,201,516.00
114	cWBTC	CWBTC	731.94	-0.002	0.003	0.011	0.185	 $-	602088	602 Thousand	$440,695,054.00
129	SingularityNET	AGIX	0.29	-0.002	0.004	0.147	0.562	$100,368,709.00	1241997271	1.35 Billion	$354,623,894.00
256	JOE	JOE	0.37	-0.002	0.015	-0.154	0.558	$15,357,862.00	341459396	500 Million	$125,234,023.00
339	Kinesis Gold	KAU	64.06	-0.002	-0.009	0.017	0.012	$1,247,948.00	1312843	∞	$84,090,430.00
354	Prom	PROM	4.28	-0.002	-0.018	-0.034	0.004	$1,864,231.00	18250000	19.3 Million	$78,204,417.00
432	Oraichain	ORAI	3.97	-0.002	0.048	0.035	0.562	$2,710,471.00	14692224	17.1 Million	$58,525,257.00
449	Mobox	MBOX	0.25	-0.002	-0.057	-0.086	0.201	$15,879,238.00	217191646	394 Million	$55,358,140.00
543	Aura Finance	AURA	1	-0.002	-0.003	-0.019	0.224	$137,381.00	39248833	67 Million	$39,209,542.00
544	XCAD Network	XCAD	0.92	-0.002	-0.04	0.151	0.306	$2,717,879.00	42821728	199 Million	$39,186,512.00
552	Mossland	MOC	0.09	-0.002	-0.064	-0.104	0.166	$4,380,109.00	404489688	500 Million	$38,397,234.00
561	HyperCash	HC	0.08	-0.002	0.023	0.027	0.434	$179,576.00	0	84 Million	$28,123,266.00
605	dForce USD	USX	0.99	-0.002	-0.002	-0.003	-0.105	$171,810.00	31797479	162 Million	$31,635,641.00
653	AVA	AVA	0.5	-0.002	-0.057	-0.071	0.109	$1,355,907.00	52745870	62.1 Million	$26,541,917.00
673	League of Kingdoms	LOKA	0.22	-0.002	-0.072	-0.159	0.141	$3,926,297.00	114916312	196 Million	$24,782,341.00
687	Cornucopias	COPI	0.03	-0.002	-0.037	-0.088	0.148	$131,750.00	818386888	3.84 Billion	$23,717,750.00
745	agEUR	AGEUR	1.09	-0.002	-0.005	0.006	0.023	$1,413,705.00	18400096	18.4 Million	$20,002,450.00
816	Iron Bank EUR	IBEUR	1.07	-0.002	-0.008	-0.01	0.02	$287,804.00	15500000	15.5 Million	$16,609,722.00
968	ICHI	ICHI	1.62	-0.002	-0.004	-0.089	-0.054	$294,193.00	7027084	10 Million	$11,429,827.00
981	USDX	USDX	0.92	-0.002	-0.011	-0.03	-0.033	$323,223.00	111572256	112 Million	$13,984,023.00
1000	APF coin	APFC	0.19	-0.002	-0.003	0.068	-0.009	$322,091.00	56821262	250 Million	$10,675,320.00
1006	ZambesiGold	ZGD	0.25	-0.002	0.088	-0.032	-0.157	$119,793.00	41904417	177 Million	$10,420,958.00
1024	GAMI World	GAMI	0.24	-0.002	0.017	-0.14	-0.115	$19,793.00	41473950	132 Million	$10,019,988.00
1113	DeFi Kingdoms	JEWEL	0.11	-0.002	0.044	0.062	0.103	$144,593.00	71358341	122 Million	$8,083,051.00
1122	pSTAKE Finance	PSTAKE	0.03	-0.002	-0.044	-0.043	0.356	$786,828.00	276111115	500 Million	$7,877,670.00
1153	Aura Network	AURA	0.03	-0.002	-0.041	-0.061	0.076	$60,542.00	222617555	413 Million	$7,453,701.00
1154	Stader sFTMX	SFTMX	0.32	-0.002	-0.045	-0.096	0.292	$224.00	23068677	21.7 Million	$7,445,629.00
1380	Blocto	BLT	0.02	-0.002	-0.009	-0.027	0.425	$42,023.00	235280094	361 Million	$4,184,206.00
1411	Luxurious Pro Network	LPNT	0.07	-0.002	0.029	0.026	-0.187	$2,297.00	58200000	80 Million	$3,883,313.00
1424	OSHI	OSHI	283.71	-0.002	0.019	0.136	0.49	$96,573.00	13337	13.3 Thousand	$3,778,525.00
1483	CrowdSwap	CROWD	0.02	-0.002	-0.132	0.379	0.509	$43,233.00	192879472	709 Million	$3,365,847.00
1484	Ghost	GHOST	0.14	-0.002	0.011	-0.136	1.223	$330.00	23981693	24 Million	$3,363,255.00
1579	Horizon Protocol	HZN	0.02	-0.002	-0.134	0.021	0.172	$146,562.00	140188590	231 Million	$2,799,744.00
1622	K21	K21	0.14	-0.002	-0.016	-0.024	0.239	$74,360.00	18026698	21 Million	$2,622,214.00
1645	BlackPool	BPT	0.2	-0.002	-0.041	-0.047	0.087	$168.00	12605557	52 Million	$2,531,749.00
1660	Delta Exchange	DETO	0.03	-0.002	0.115	-0.064	0.06	$1,104.00	92423794	500 Million	$2,465,498.00
1714	Octus Bridge	BRIDGE	0.35	-0.002	-0.537	-0.42	0.24	$2,743.00	6356570	13.8 Million	$2,221,328.00
1737	Leeds United Fan Token	LUFC	0.42	-0.002	-0.017	0.011	0.091	$36,059.00	5018736	10 Million	$2,122,375.00
1830	Clube Atlético Mineiro Fan Token	GALO	0.32	-0.002	-0.026	-0.059	0.148	$26,710.00	5352746	10 Million	$1,709,026.00
1932	Cosmic Universe Magic	MAGIC	0.02	-0.002	-0.067	0.003	1.515	$38,042.00	63892060	65 Million	$1,386,627.00
1957	Colony Avalanche Index	CAI	126.12	-0.002	-0.05	-0.074	0.765	$2,542.00	10206	3.14 Thousand	$1,298,728.00
2012	0xBitcoin	0XBTC	0.11	-0.002	-0.002	-0.004	-0.051	$378.00	10835900	21 Million	$1,187,469.00
2048	Team Vitality Fan Token	VIT	0.28	-0.002	0.011	0.059	0.303	$320.00	3824208	7 Million	$1,089,768.00
2050	Cardstarter	CARDS	0.14	-0.002	0.004	0.667	1.164	$1,350.00	7697054	10 Million	$1,087,733.00
2106	Chaintools	CTLS	0.09	-0.002	0.013	0.496	0.138	$489.00	10356051	11 Million	$974,316.00
2108	VNX Gold	VNXAU	64.39	-0.002	0	0.028	0.008	$155,524.00	15100	15.1 Thousand	$971,622.00
2154	Unicly	UNIC	1.91	-0.002	0.003	0.016	0.149	$123,694.00	464708	465 Thousand	$887,618.00
2157	Mad Meerkat Optimizer	MMO	0.19	-0.002	0.015	-0.103	1.084	$1,999.00	4737931	2.81 Million	$884,599.00
2277	Morphex	MPX	0.04	-0.002	-0.07	-0.121	0.629	$7,930.00	18909265	48.4 Million	$713,555.00
2378	Zeitgeist	ZTG	0.03	-0.002	-0.042	-0.071	0.015	$31,607.00	19006273	106 Million	$589,208.00
2418	KCAL	KCAL	0.14	-0.002	0.022	-0.02	-0.129	$500,695.00	3900000	50 Million	$544,374.00
2532	Dinamo Zagreb Fan Token	DZG	0.49	-0.002	-0.044	-0.148	0.047	$10,917.00	885618	5 Million	$429,965.00
2551	StarShip	STARSHIP	0.02	-0.002	-0.053	0.349	-0.004	$9,674.00	18802038	20 Million	$409,532.00
2571	Levante U.D. Fan Token	LEV	0.39	-0.002	-0.034	-0.067	0.1	$9,204.00	1008889	2 Million	$391,140.00
2588	Alliance Fan Token	ALL	0.25	-0.002	0.004	-0.049	0.178	$8,004.00	1519691	5 Million	$377,457.00
2734	Club Atletico Independiente Fan Token	CAI	0.28	-0.002	0.026	-0.042	0.224	$4,937.00	956634	5 Million	$267,223.00
2798	DarkCrypto Share	SKY	2.96	-0.002	0.039	-0.066	1.529	$167.00	78532	70.1 Thousand	$231,781.00
3005	ACoconut	AC	0.07	-0.002	-0.034	-0.062	0.018	$2,588.00	2015895	6.3 Million	$146,455.00
3404	Basis Share	BAS	0.1	-0.002	-0.004	0.035	0.043	$38,911.00	409438	1 Million	$40,047.45
3685	Instadapp DAI	IDAI	1.08	-0.002	-0.001	-0.002	0.001	 $-	4174	4.17 Thousand	$4,493.66
3757	MonaCoin	MONA	0.38	-0.002	-0.034	-0.04	-0.027	$190,647.00	0	105 Million	 -
3770	Namecoin	NMC	1.18	-0.002	-0.006	0.003	-0.056	$4,921.00	0	21 Million	 -
3901	Rootstock RSK	RBTC	36,311.47	-0.002	-0.013	0.011	0.188	$368,751.00	0	21 Million	 -
3951	CAICA Coin	CICC	0.03	-0.002	-0.016	0.022	-0.391	$655.00	0	300 Million	 -
4146	Aave DAI v1	ADAI	1	-0.002	-0.005	-0.012	-0.011	$58.60	0	-	 -
1	Bitcoin	BTC	36,456.94	0.004	-0.017	0.01	0.184	$22,801,222,945.00	19549806	21 Million	$712,726,163,003.00
8	Lido Staked Ether	STETH	2,023.81	0.004	0.015	0.009	0.207	$17,625,537.00	9107771	9.11 Million	$18,435,320,434.00
11	TRON	TRX	0.1	0.004	-0.009	-0.042	0.105	$702,105,088.00	88600097491	88.6 Billion	$8,845,804,888.00
17	Wrapped Bitcoin	WBTC	36,410.06	0.004	-0.014	0.011	0.182	$309,567,762.00	162623	163 Thousand	$5,917,513,839.00
38	BUSD	BUSD	1	0.004	-0.011	-0.003	-0.002	$4,614,206,667.00	1772658616	1.76 Billion	$1,776,602,916.00
42	VeChain	VET	0.02	0.004	-0.017	-0.053	0.133	$65,941,926.00	72714516834	86 Billion	$1,469,956,158.00
52	Rocket Pool ETH	RETH	2,216.89	0.004	0.021	0.012	0.213	$8,583,634.00	543163	543 Thousand	$1,204,093,923.00
74	First Digital USD	FDUSD	1	0.004	-0.016	-0.002	-0.004	$308,208,163.00	679938968	680 Million	$677,957,072.00
76	GALA	GALA	0.02	0.004	-0.076	-0.005	0.684	$957,729,823.00	28064109097	28.1 Billion	$657,956,871.00
90	PancakeSwap	CAKE	2.36	0.004	-0.091	-0.116	1.055	$218,610,934.00	234093308	390 Million	$551,222,280.00
102	Chiliz	CHZ	0.07	0.004	-0.038	-0.096	0.119	$89,888,764.00	6975647158	8.89 Billion	$492,800,669.00
135	Dash	DASH	28.55	0.004	-0.056	-0.099	0.083	$64,333,700.00	11548029	18.9 Million	$329,669,773.00
148	MX	MX	2.89	0.004	-0.009	-0.005	0.083	$3,099,709.00	100631536	432 Million	$290,921,348.00
175	Decred	DCR	14.3	0.004	-0.042	-0.03	0.165	$1,442,556.00	15657542	21 Million	$224,102,764.00
185	Audius	AUDIO	0.18	0.004	-0.037	-0.11	0.201	$12,393,576.00	1167950954	1.2 Billion	$206,827,020.00
194	SXP	SXP	0.33	0.004	-0.063	-0.084	0.161	$17,142,564.00	585067686	585 Million	$191,985,775.00
195	Livepeer	LPT	6.34	0.004	-0.063	-0.138	0.087	$33,602,693.00	29764387	29.8 Million	$188,607,213.00
211	EthereumPoW	ETHW	1.56	0.004	0.005	-0.028	0.221	$5,522,443.00	107818943	108 Million	$168,504,342.00
236	Lisk	LSK	1	0.004	-0.07	-0.112	0.091	$3,684,187.00	144818773	-	$144,528,188.00
262	Galxe	GAL	1.26	0.004	-0.042	-0.129	0.078	$13,584,258.00	95097997	200 Million	$120,179,817.00
266	eUSD	EUSD	1	0.004	-0.016	-0.002	-0.01	$53,423.00	116465109	116 Million	$115,979,611.00
277	PlayDapp	PLA	0.2	0.004	-0.034	-0.099	0.107	$2,670,734.00	569265030	700 Million	$110,986,735.00
278	Steem	STEEM	0.25	0.004	-0.056	-0.107	0.149	$7,455,073.00	449082200	∞	$110,419,068.00
282	Pocket Network	POKT	0.07	0.004	0.005	0.284	1.922	$1,324,721.00	1548744251	1.64 Billion	$108,214,046.00
296	Ardor	ARDR	0.1	0.004	-0.009	-0.072	0.211	$10,601,782.00	998466231	998 Million	$101,455,960.00
298	Function X	FX	0.15	0.004	-0.024	0.064	0.243	$5,101,761.00	668199534	668 Million	$100,038,703.00
314	Celsius Network	CEL	0.23	0.004	-0.041	-0.077	0.481	$1,207,799.00	423415980	693 Million	$96,013,524.00
322	Alchemy Pay	ACH	0.02	0.004	-0.04	-0.066	0.359	$17,714,784.00	4943691067	10 Billion	$92,350,829.00
469	Boba Network	BOBA	0.14	0.004	-0.003	0.01	0.373	$2,930,950.00	353636519	500 Million	$51,002,331.00
497	Morpheus Network	MNW	1.22	0.004	-0.007	-0.11	0.102	$412,358.00	37520088	47.9 Million	$45,556,293.00
519	Voyager VGX	VGX	0.14	0.004	0.01	0.061	0.248	$29,202,655.00	293837084	294 Million	$42,266,647.00
529	Flamingo Finance	FLM	0.08	0.004	-0.038	-0.102	0.045	$3,351,558.00	535479448	535 Million	$41,262,893.00
571	Bean	BEAN	0.97	0.004	-0.018	0.028	-0.023	$12,296.00	36901601	36.9 Million	$35,718,669.00
606	sETH	SETH	2,023.07	0.004	0.017	0.007	0.206	$686,734.00	15592	15.6 Thousand	$31,544,270.00
623	ChainGPT	CGPT	0.1	0.004	0.054	0.991	1.265	$10,210,651.00	304833136	999 Million	$29,679,629.00
744	Advertise Coin	ADCO	0.45	0.004	0.016	0.008	0.205	$6,610.00	45000000	50 Million	$20,061,728.00
762	Kava Lend	HARD	0.14	0.004	-0.058	-0.042	0.261	$1,611,957.00	134791668	200 Million	$18,990,334.00
849	MANTRA	OM	0.02	0.004	-0.042	-0.103	0.103	$2,158,852.00	699557405	889 Million	$15,130,718.00
850	Interest Compounding ETH Index	ICETH	2,180.63	0.004	0.013	0.01	0.21	$17,021.00	6931	6.93 Thousand	$15,113,364.00
867	Santos FC Fan Token	SANTOS	2.86	0.004	-0.074	-0.054	0.083	$4,833,980.00	5146061	30 Million	$14,708,628.00
1016	PARSIQ	PRQ	0.06	0.004	-0.013	-0.11	0.14	$326,895.00	185256872	310 Million	$10,244,628.00
1027	SideShift	XAI	0.08	0.004	0.004	0.053	0.013	$14,171.00	127889470	210 Million	$9,908,859.00
1100	Flamengo Fan Token	MENGO	0.51	0.004	-0.018	-0.04	0.071	$133,956.00	16582761	30 Million	$8,408,445.00
1102	Splintershards	SPS	0.02	0.004	-0.055	0.013	0.237	$183,659.00	489718725	1.22 Billion	$8,321,475.00
1132	HAPI	HAPI	10.77	0.004	0.015	0.087	0.41	$635,719.00	712939	732 Thousand	$7,685,401.00
1143	Counterparty	XCP	2.92	0.004	-0.044	0.01	-0.098	$180,480.00	2593250	2.65 Million	$7,557,576.00
1194	Rowan Coin	RWN	0.03	0.004	0.01	0.42	0.688	$343,884.00	195000000	545 Million	$6,653,021.00
